kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
12600735,K00548.02,,CANDIDATE,CANDIDATE,0.8130,0,0,0,0,6.079945700,1.1250000e-04,-1.1250000e-04,136.4440000,1.500000e-02,-1.500000e-02,0.097,0.354,-0.097,2.70600,0.65500,-0.65500,55.1,7.800e+00,-7.800e+00,0.86,0.14,-8.000e-02,1101.0,,,348.11,144.15,-77.43,7.30,2,q1_q17_dr25_tce,6008.00,77.00,-83.00,4.350,0.076,-0.123,1.1680,0.1860,-0.1090,289.500670,51.685730,14.020
3437776,K00549.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,10.297676580,3.2970000e-05,-3.2970000e-05,131.7337400,2.940000e-03,-2.940000e-03,1.194,15.050,-0.126,6.64900,0.12900,-0.12900,655.5,1.310e+01,-1.310e+01,39.14,5.69,-8.550e+00,1022.0,,,258.09,99.10,-108.66,57.00,1,q1_q17_dr25_tce,5671.00,76.00,-76.00,4.075,0.189,-0.081,1.6080,0.2340,-0.3510,289.799070,38.555061,14.565
3437776,K00549.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0,0.635587392,2.1400000e-06,-2.1400000e-06,133.4166500,2.650000e-03,-2.650000e-03,1.151,0.036,-0.155,4.70000,0.26900,-0.26900,147.7,4.700e+00,-4.700e+00,28.58,4.16,-6.240e+00,2587.0,,,10637.41,4084.68,-4478.61,40.90,2,q1_q17_dr25_tce,5671.00,76.00,-76.00,4.075,0.189,-0.081,1.6080,0.2340,-0.3510,289.799070,38.555061,14.565
4165473,K00550.01,Kepler-597 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,13.023632360,3.2060000e-05,-3.2060000e-05,178.5248200,1.770000e-03,-1.770000e-03,0.032,0.417,-0.032,3.97340,0.06700,-0.06700,607.0,1.410e+01,-1.410e+01,2.30,0.30,-1.900e-01,743.0,,,71.85,26.69,-15.78,50.50,1,q1_q17_dr25_tce,5627.00,101.00,-112.00,4.453,0.072,-0.108,0.9450,0.1230,-0.0760,293.470120,39.252811,14.070
4270253,K00551.01,Kepler-183 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,11.637030300,3.0910000e-05,-3.0910000e-05,178.8444800,2.010000e-03,-2.010000e-03,0.066,0.363,-0.066,3.33720,0.06830,-0.06830,604.3,1.840e+01,-1.840e+01,2.90,0.45,-4.900e-01,857.0,,,127.46,53.01,-44.34,36.40,1,q1_q17_dr25_tce,5576.00,83.00,-75.00,4.257,0.168,-0.112,1.1980,0.1860,-0.2040,293.530850,39.315891,14.943
4270253,K00551.02,Kepler-183 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.687986750,1.2830000e-05,-1.2830000e-05,133.9560700,1.840000e-03,-1.840000e-03,0.663,0.048,-0.476,2.26820,0.06020,-0.06020,476.4,1.620e+01,-1.620e+01,2.76,0.43,-4.700e-01,1088.0,,,330.44,137.42,-114.95,33.00,2,q1_q17_dr25_tce,5576.00,83.00,-75.00,4.257,0.168,-0.112,1.1980,0.1860,-0.2040,293.530850,39.315891,14.943
5122112,K00552.01,,FALSE POSITIVE,FALSE POSITIVE,0.0590,0,1,0,0,3.055171082,1.1760000e-06,-1.1760000e-06,171.0990460,3.010000e-04,-3.010000e-04,1.204,13.800,-0.072,1.67980,0.01790,-0.01790,8665.3,7.500e+01,-7.500e+01,35.24,9.86,-4.570e+00,1358.0,,,804.33,667.81,-276.61,143.20,1,q1_q17_dr25_tce,6237.00,176.00,-220.00,4.426,0.098,-0.196,0.9870,0.2760,-0.1280,297.398250,40.229191,14.741
5303551,K00553.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,2.399069173,8.7800000e-06,-8.7800000e-06,171.4541300,2.890000e-03,-2.890000e-03,0.649,0.302,-0.413,3.25760,0.09420,-0.09420,286.6,8.900e+00,-8.900e+00,1.78,0.50,-2.700e-01,1354.0,,,792.76,667.85,-286.48,37.80,1,q1_q17_dr25_tce,5654.00,169.00,-169.00,4.395,0.128,-0.192,1.0010,0.2800,-0.1510,298.576420,40.491669,14.888
5443837,K00554.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,3.658497070,6.1290000e-06,-6.1290000e-06,170.5438100,1.320000e-03,-1.320000e-03,0.906,0.035,-0.460,2.57300,0.20900,-0.20900,4398.0,1.300e+02,-1.300e+02,14.61,2.26,-3.390e+00,1583.0,,,1486.35,603.42,-655.79,47.00,1,q1_q17_dr25_tce,5857.00,78.00,-78.00,3.972,0.203,-0.087,1.8220,0.2820,-0.4230,290.351140,40.687000,14.545
5709725,K00555.01,Kepler-598 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.701765401,9.3910000e-06,-9.3910000e-06,172.4477800,2.030000e-03,-2.030000e-03,0.713,0.195,-0.479,2.60610,0.06490,-0.06490,288.3,9.300e+00,-9.300e+00,1.63,0.12,-1.700e-01,1050.0,,,286.23,68.58,-75.12,35.90,2,q1_q17_dr25_tce,5252.00,105.00,-105.00,4.442,0.105,-0.052,0.8980,0.0630,-0.0950,293.123410,40.934769,14.759
5709725,K00555.02,Kepler-598 c,CONFIRMED,CANDIDATE,0.9700,0,0,0,0,86.494370400,4.9300000e-04,-4.9300000e-04,181.8896700,4.640000e-03,-4.640000e-03,0.741,0.123,-0.536,7.47100,0.13900,-0.13900,995.2,2.440e+01,-2.440e+01,3.07,0.21,-3.300e-01,367.0,,,4.29,1.03,-1.12,42.60,1,q1_q17_dr25_tce,5252.00,105.00,-105.00,4.442,0.105,-0.052,0.8980,0.0630,-0.0950,293.123410,40.934769,14.759
5738496,K00556.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,9.501509260,6.3590000e-05,-6.3590000e-05,175.6700200,5.060000e-03,-5.060000e-03,1.237,14.830,-0.111,6.85200,0.24200,-0.24200,509.5,1.750e+01,-1.750e+01,25.77,7.75,-2.580e+00,843.0,,,119.55,105.23,-34.87,34.80,1,q1_q17_dr25_tce,5938.00,159.00,-195.00,4.518,0.052,-0.208,0.9080,0.2730,-0.0910,299.679380,40.965141,14.799
5774349,K00557.01,Kepler-599 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,15.655638660,3.2060000e-05,-3.2060000e-05,170.7835800,1.620000e-03,-1.620000e-03,0.304,0.146,-0.303,3.93050,0.06270,-0.06270,955.9,2.080e+01,-2.080e+01,2.55,0.32,-3.100e-01,623.0,,,35.62,14.99,-11.41,53.20,1,q1_q17_dr25_tce,5185.00,154.00,-154.00,4.484,0.100,-0.100,0.8370,0.1040,-0.1040,285.911500,41.069439,14.970
5978361,K00558.01,Kepler-1722 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,9.178585260,1.4320000e-05,-1.4320000e-05,173.0874600,1.310000e-03,-1.310000e-03,0.582,0.294,-0.362,2.19450,0.04400,-0.04400,796.5,1.840e+01,-1.840e+01,2.30,0.52,-2.000e-01,753.0,,,76.14,52.19,-20.21,50.60,1,q1_q17_dr25_tce,5506.00,166.00,-166.00,4.584,0.036,-0.144,0.7880,0.1760,-0.0700,296.662750,41.261238,14.874
6501635,K00560.01,Kepler-600 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,23.675131530,9.0320000e-05,-9.0320000e-05,179.2767600,2.980000e-03,-2.980000e-03,0.822,0.018,-0.585,4.64700,0.13000,-0.13000,980.4,3.430e+01,-3.430e+01,2.76,0.43,-2.300e-01,528.0,,,18.38,8.95,-4.57,32.60,1,q1_q17_dr25_tce,5309.00,143.00,-143.00,4.588,0.032,-0.097,0.7810,0.1220,-0.0660,283.833070,41.978649,14.721
6665695,K00561.01,Kepler-601 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.378868001,7.6900000e-06,-7.6900000e-06,169.6151200,1.180000e-03,-1.180000e-03,0.758,0.098,-0.532,2.72220,0.03960,-0.03960,483.4,9.100e+00,-9.100e+00,1.86,0.13,-9.000e-02,833.0,,,113.59,26.04,-19.07,60.60,1,q1_q17_dr25_tce,5077.00,101.00,-101.00,4.567,0.032,-0.048,0.7740,0.0510,-0.0390,282.004610,42.176529,14.005
6707833,K00563.01,Kepler-602 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,15.284677250,6.4040000e-05,-6.4040000e-05,175.6234500,3.130000e-03,-3.130000e-03,0.774,0.130,-0.544,6.07680,0.09670,-0.09670,321.3,9.600e+00,-9.600e+00,2.70,0.43,-5.300e-01,852.0,,,124.40,53.02,-48.07,38.10,1,q1_q17_dr25_tce,5763.00,86.00,-78.00,4.181,0.162,-0.108,1.3740,0.2190,-0.2680,296.031980,42.141960,14.519
6786037,K00564.01,Kepler-603 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,21.053499390,8.9810000e-05,-8.9810000e-05,171.9245700,2.780000e-03,-2.780000e-03,0.008,0.393,-0.008,7.16050,0.08960,-0.08960,496.6,1.330e+01,-1.330e+01,2.75,0.44,-4.400e-01,731.0,,,67.48,28.41,-22.44,39.10,2,q1_q17_dr25_tce,5751.00,78.00,-78.00,4.254,0.143,-0.104,1.2470,0.2000,-0.2000,294.280980,42.290970,14.854
6786037,K00564.02,Kepler-603 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,127.905412000,3.1900000e-04,-3.1900000e-04,246.4640100,1.760000e-03,-1.760000e-03,0.470,0.096,-0.255,14.47500,0.13700,-0.13700,4020.6,2.500e+01,-2.500e+01,8.03,1.29,-1.290e+00,401.0,,,6.09,2.56,-2.03,171.00,1,q1_q17_dr25_tce,5751.00,78.00,-78.00,4.254,0.143,-0.104,1.2470,0.2000,-0.2000,294.280980,42.290970,14.854
6786037,K00564.03,Kepler-603 d,CONFIRMED,CANDIDATE,0.9980,0,0,0,0,6.217160390,1.8990000e-05,-1.8990000e-05,131.7185700,2.570000e-03,-2.570000e-03,0.333,0.096,-0.333,4.42890,0.06410,-0.06410,211.2,9.200e+00,-9.200e+00,1.81,0.30,-2.900e-01,1098.0,,,343.21,144.51,-114.12,25.00,3,q1_q17_dr25_tce,5751.00,78.00,-78.00,4.254,0.143,-0.104,1.2470,0.2000,-0.2000,294.280980,42.290970,14.854
7025846,K00565.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,2.340523247,8.6030000e-06,-8.6030000e-06,170.1975400,2.600000e-03,-2.600000e-03,0.725,0.009,-0.523,3.15600,0.10300,-0.10300,175.4,5.600e+00,-5.600e+00,1.40,0.35,-2.100e-01,1456.0,,,1063.80,799.05,-381.17,37.20,1,q1_q17_dr25_tce,6056.00,163.00,-181.00,4.397,0.139,-0.186,0.9810,0.2500,-0.1460,289.358550,42.526192,14.300
7119481,K00566.01,Kepler-604 b,CONFIRMED,CANDIDATE,0.9930,0,0,0,0,25.854999780,8.5450000e-05,-8.5450000e-05,192.5748400,2.780000e-03,-2.780000e-03,0.265,0.168,-0.265,3.87370,0.08570,-0.08570,610.5,2.080e+01,-2.080e+01,2.40,0.75,-2.500e-01,637.0,,,38.81,36.45,-11.58,31.70,1,q1_q17_dr25_tce,6122.00,182.00,-200.00,4.487,0.054,-0.216,0.9640,0.3020,-0.1010,292.316010,42.626251,14.718
7119481,K00566.02,,CANDIDATE,CANDIDATE,0.7000,0,0,0,0,14.157371700,2.2730000e-04,-2.2730000e-04,135.5991000,1.320000e-02,-1.320000e-02,0.138,0.311,-0.138,3.78600,0.33000,-0.33000,130.0,1.600e+01,-1.600e+01,1.10,0.35,-1.100e-01,778.0,,,86.67,81.39,-25.85,9.30,3,q1_q17_dr25_tce,6122.00,182.00,-200.00,4.487,0.054,-0.216,0.9640,0.3020,-0.1010,292.316010,42.626251,14.718
7119481,K00566.03,,CANDIDATE,CANDIDATE,0.9640,0,0,0,0,42.068554000,1.0610000e-03,-1.0610000e-03,165.0211000,2.600000e-02,-2.600000e-02,0.022,0.441,-0.022,5.72300,0.49600,-0.49600,186.3,1.890e+01,-1.890e+01,1.32,0.41,-1.400e-01,541.0,,,20.28,19.05,-6.05,9.80,2,q1_q17_dr25_tce,6122.00,182.00,-200.00,4.487,0.054,-0.216,0.9640,0.3020,-0.1010,292.316010,42.626251,14.718
7445445,K00567.01,Kepler-184 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,10.687582110,1.4130000e-05,-1.4130000e-05,169.9311500,1.040000e-03,-1.040000e-03,0.818,0.018,-0.561,3.38120,0.04150,-0.04150,777.7,1.080e+01,-1.080e+01,2.64,0.69,-2.900e-01,780.0,,,87.41,66.99,-25.58,78.90,1,q1_q17_dr25_tce,5788.00,155.00,-155.00,4.524,0.060,-0.180,0.8480,0.2210,-0.0950,291.951900,43.074711,14.338
7445445,K00567.02,Kepler-184 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,20.303035060,5.9950000e-05,-5.9950000e-05,176.8028000,2.230000e-03,-2.230000e-03,0.793,0.132,-0.574,4.50380,0.06950,-0.06950,533.4,1.280e+01,-1.280e+01,2.16,0.56,-2.400e-01,630.0,,,37.12,28.44,-10.87,44.70,2,q1_q17_dr25_tce,5788.00,155.00,-155.00,4.524,0.060,-0.180,0.8480,0.2210,-0.0950,291.951900,43.074711,14.338
7445445,K00567.03,Kepler-184 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,29.022352170,8.6270000e-05,-8.6270000e-05,198.3702500,2.420000e-03,-2.420000e-03,0.902,0.008,-0.667,4.02630,0.08700,-0.08700,637.6,1.660e+01,-1.660e+01,2.55,0.66,-2.900e-01,559.0,,,23.06,17.66,-6.75,41.40,3,q1_q17_dr25_tce,5788.00,155.00,-155.00,4.524,0.060,-0.180,0.8480,0.2210,-0.0950,291.951900,43.074711,14.338
7595157,K00568.01,Kepler-605 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.383540239,5.3520000e-06,-5.3520000e-06,169.6385900,1.270000e-03,-1.270000e-03,0.630,0.253,-0.409,1.40300,0.04600,-0.04600,255.7,8.500e+00,-8.500e+00,1.65,0.21,-2.100e-01,1133.0,,,389.19,137.24,-107.35,36.20,1,q1_q17_dr25_tce,5300.00,87.00,-71.00,4.385,0.132,-0.088,0.9860,0.1240,-0.1240,287.295440,43.279869,14.140
7595157,K00568.02,Kepler-605 c,CONFIRMED,CANDIDATE,0.9890,0,0,0,0,2.358952404,8.7830000e-06,-8.7830000e-06,132.6895700,3.170000e-03,-3.170000e-03,0.385,0.055,-0.385,1.59300,0.11500,-0.11500,94.1,6.500e+00,-6.500e+00,0.96,0.12,-1.200e-01,1278.0,,,630.43,222.30,-173.90,17.30,2,q1_q17_dr25_tce,5300.00,87.00,-71.00,4.385,0.132,-0.088,0.9860,0.1240,-0.1240,287.295440,43.279869,14.140
8008206,K00569.01,Kepler-185 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,20.729042340,6.3010000e-05,-6.3010000e-05,185.4311300,2.400000e-03,-2.400000e-03,0.559,0.070,-0.446,2.80660,0.07560,-0.07560,561.7,1.900e+01,-1.900e+01,1.94,0.09,-9.000e-02,530.0,,,18.68,3.14,-2.84,31.60,1,q1_q17_dr25_tce,4979.00,82.00,-74.00,4.538,0.049,-0.036,0.8030,0.0370,-0.0410,282.468110,43.889912,14.458
8008206,K00569.02,Kepler-185 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,1.632916419,3.2980000e-06,-3.2980000e-06,134.5495600,1.660000e-03,-1.660000e-03,0.136,0.322,-0.136,1.55990,0.05780,-0.05780,209.2,8.000e+00,-8.000e+00,1.13,0.05,-6.000e-02,1237.0,,,554.07,93.18,-84.14,31.00,2,q1_q17_dr25_tce,4979.00,82.00,-74.00,4.538,0.049,-0.036,0.8030,0.0370,-0.0410,282.468110,43.889912,14.458
8106610,K00570.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,12.398940050,3.3440000e-05,-3.3440000e-05,172.7818400,2.120000e-03,-2.120000e-03,0.975,0.101,-0.018,4.26200,0.13400,-0.13400,702.9,1.930e+01,-1.930e+01,4.06,1.42,-4.800e-01,890.0,,,148.37,154.30,-48.23,50.70,1,q1_q17_dr25_tce,6355.00,179.00,-224.00,4.410,0.070,-0.210,1.1080,0.3890,-0.1300,294.908510,43.986568,14.755
8120608,K00571.01,Kepler-186 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,7.267310940,1.1330000e-05,-1.1330000e-05,174.3129200,1.260000e-03,-1.260000e-03,0.043,0.351,-0.043,2.26910,0.04340,-0.04340,659.1,1.540e+01,-1.540e+01,1.14,0.11,-1.300e-01,464.0,,,10.93,3.13,-3.19,47.80,1,q1_q17_dr25_tce,3751.00,75.00,-84.00,4.800,0.065,-0.035,0.4430,0.0400,-0.0530,298.652710,43.955021,14.625
8120608,K00571.02,Kepler-186 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,13.343002500,2.5700000e-05,-2.5700000e-05,176.9038700,1.460000e-03,-1.460000e-03,0.517,0.369,-0.300,2.73990,0.05820,-0.05820,799.7,1.890e+01,-1.890e+01,1.29,0.12,-1.600e-01,379.0,,,4.87,1.40,-1.42,47.10,2,q1_q17_dr25_tce,3751.00,75.00,-84.00,4.800,0.065,-0.035,0.4430,0.0400,-0.0530,298.652710,43.955021,14.625
8120608,K00571.03,Kepler-186 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.886795001,6.8440000e-06,-6.8440000e-06,133.3295900,1.370000e-03,-1.370000e-03,0.119,0.315,-0.119,1.75740,0.04540,-0.04540,471.3,1.310e+01,-1.310e+01,0.97,0.09,-1.200e-01,571.0,,,25.26,7.24,-7.38,41.80,3,q1_q17_dr25_tce,3751.00,75.00,-84.00,4.800,0.065,-0.035,0.4430,0.0400,-0.0530,298.652710,43.955021,14.625
8120608,K00571.04,Kepler-186 e,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,22.407778330,7.3910000e-05,-7.3910000e-05,153.7985800,2.590000e-03,-2.590000e-03,0.147,0.291,-0.147,3.28810,0.07560,-0.07560,661.3,2.080e+01,-2.080e+01,1.15,0.10,-1.400e-01,319.0,,,2.44,0.70,-0.71,33.90,4,q1_q17_dr25_tce,3751.00,75.00,-84.00,4.800,0.065,-0.035,0.4430,0.0400,-0.0530,298.652710,43.955021,14.625
8120608,K00571.05,Kepler-186 f,CONFIRMED,CANDIDATE,0.6770,0,0,0,0,129.945392000,1.5560000e-03,-1.5560000e-03,176.8228500,8.820000e-03,-8.820000e-03,0.909,0.040,-0.695,5.78600,0.29300,-0.29300,500.1,4.040e+01,-4.040e+01,1.18,0.11,-1.400e-01,177.0,,,0.23,0.07,-0.06,13.10,5,q1_q17_dr25_tce,3751.00,75.00,-84.00,4.800,0.065,-0.035,0.4430,0.0400,-0.0530,298.652710,43.955021,14.625
8193178,K00572.01,Kepler-187 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,10.640210080,2.6950000e-05,-2.6950000e-05,179.7777600,1.820000e-03,-1.820000e-03,0.770,0.107,-0.540,5.43810,0.06620,-0.06620,455.3,8.400e+00,-8.400e+00,2.87,0.52,-4.200e-01,963.0,,,203.48,102.33,-67.67,58.60,1,q1_q17_dr25_tce,6112.00,122.00,-134.00,4.281,0.125,-0.125,1.2330,0.2200,-0.1800,299.796450,44.089310,14.173
8193178,K00572.02,Kepler-187 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.938831350,3.3120000e-05,-3.3120000e-05,135.9546500,5.440000e-03,-5.440000e-03,0.633,0.328,-0.431,4.38800,0.16100,-0.16100,123.5,6.500e+00,-6.500e+00,1.44,0.25,-2.100e-01,1244.0,,,566.38,284.85,-188.35,21.30,2,q1_q17_dr25_tce,6112.00,122.00,-134.00,4.281,0.125,-0.125,1.2330,0.2200,-0.1800,299.796450,44.089310,14.173
8344004,K00573.01,Kepler-188 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.996533443,8.3850000e-06,-8.3850000e-06,172.5055800,1.170000e-03,-1.170000e-03,0.510,0.035,-0.439,3.31290,0.04530,-0.04530,711.4,1.070e+01,-1.070e+01,2.96,0.44,-3.500e-01,1025.0,,,260.49,101.07,-69.49,70.50,1,q1_q17_dr25_tce,5622.00,76.00,-84.00,4.346,0.126,-0.103,1.0890,0.1600,-0.1280,281.279720,44.315529,14.674
8344004,K00573.02,Kepler-188 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,2.061908640,5.0130000e-06,-5.0130000e-06,133.1988800,2.060000e-03,-2.060000e-03,0.537,0.391,-0.323,1.97430,0.06170,-0.06170,214.0,8.800e+00,-8.800e+00,1.63,0.24,-1.900e-01,1463.0,,,1082.28,419.94,-288.72,27.90,2,q1_q17_dr25_tce,5622.00,76.00,-84.00,4.346,0.126,-0.103,1.0890,0.1600,-0.1280,281.279720,44.315529,14.674
8355239,K00574.01,Kepler-189 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,20.134900070,3.5480000e-05,-3.5480000e-05,171.3673400,1.380000e-03,-1.380000e-03,0.798,0.067,-0.559,3.79620,0.05220,-0.05220,1035.2,1.770e+01,-1.770e+01,2.98,0.11,-2.200e-01,544.0,,,20.66,3.09,-3.99,64.70,1,q1_q17_dr25_tce,4963.00,79.00,-79.00,4.501,0.075,-0.025,0.8260,0.0320,-0.0600,287.564730,44.305000,14.859
8355239,K00574.02,Kepler-189 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,10.399861730,4.5160000e-05,-4.5160000e-05,141.5136600,3.460000e-03,-3.460000e-03,0.757,0.009,-0.542,3.37700,0.10300,-0.10300,275.3,1.360e+01,-1.360e+01,1.50,0.06,-1.100e-01,678.0,,,49.86,7.44,-9.65,22.80,2,q1_q17_dr25_tce,4963.00,79.00,-79.00,4.501,0.075,-0.025,0.8260,0.0320,-0.0600,287.564730,44.305000,14.859
8367113,K00575.01,Kepler-606 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,24.315740090,7.3350000e-05,-7.3350000e-05,183.4087500,2.390000e-03,-2.390000e-03,0.653,0.066,-0.471,4.13440,0.07780,-0.07780,643.3,1.740e+01,-1.740e+01,2.80,0.92,-3.000e-01,683.0,,,51.53,49.48,-16.17,42.50,1,q1_q17_dr25_tce,6242.00,168.00,-224.00,4.442,0.056,-0.210,1.0470,0.3430,-0.1140,292.427400,44.381271,14.686
8474898,K00576.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,199.443024000,6.8420000e-04,-6.8420000e-04,240.8514800,2.310000e-03,-2.310000e-03,0.932,0.039,-0.018,7.40900,0.17600,-0.17600,4036.0,1.200e+02,-1.200e+02,9.30,1.48,-1.630e+00,332.0,,,2.86,1.30,-1.05,55.10,1,q1_q17_dr25_tce,5646.00,112.00,-101.00,4.278,0.162,-0.108,1.1530,0.1840,-0.2020,281.765780,44.576370,14.546
8558011,K00577.01,Kepler-607 c,CONFIRMED,CANDIDATE,0.9260,0,0,0,0,39.676607100,2.4460000e-04,-2.4460000e-04,178.5555500,5.030000e-03,-5.030000e-03,0.639,0.289,-0.418,5.04000,0.17800,-0.17800,611.2,2.610e+01,-2.610e+01,2.29,0.51,-3.300e-01,473.0,,,11.85,8.75,-4.38,24.90,1,q1_q17_dr25_tce,5244.00,203.00,-184.00,4.449,0.112,-0.192,0.8880,0.1970,-0.1310,291.057220,44.632381,14.405
8558011,K00577.02,Kepler-607 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,0.638162933,1.9220000e-06,-1.9220000e-06,131.7482600,2.560000e-03,-2.560000e-03,0.092,0.376,-0.092,1.23130,0.08920,-0.08920,109.7,7.800e+00,-7.800e+00,0.91,0.21,-1.300e-01,1874.0,,,2928.31,2160.65,-1083.57,17.60,2,q1_q17_dr25_tce,5244.00,203.00,-184.00,4.449,0.112,-0.192,0.8880,0.1970,-0.1310,291.057220,44.632381,14.405
8565266,K00578.01,Kepler-608 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,6.412512953,5.0360000e-06,-5.0360000e-06,169.8798040,6.160000e-04,-6.160000e-04,0.553,0.037,-0.381,5.26770,0.04340,-0.04340,1156.4,7.600e+00,-7.600e+00,3.89,1.18,-6.300e-01,1069.0,,,308.76,283.35,-120.95,183.10,1,q1_q17_dr25_tce,6026.00,190.00,-211.00,4.366,0.108,-0.201,1.1080,0.3340,-0.1800,293.882930,44.638088,14.684
8616637,K00579.01,Kepler-190 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,2.019997006,2.7580000e-06,-2.7580000e-06,170.0710200,1.040000e-03,-1.040000e-03,0.502,0.069,-0.422,1.80730,0.03690,-0.03690,332.8,7.400e+00,-7.400e+00,1.46,0.09,-8.000e-02,1166.0,,,437.85,99.07,-72.72,52.10,1,q1_q17_dr25_tce,5103.00,101.00,-101.00,4.562,0.032,-0.052,0.7870,0.0510,-0.0390,288.584050,44.733799,14.137
8616637,K00579.02,Kepler-190 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.763041531,6.0120000e-06,-6.0120000e-06,132.5929800,1.360000e-03,-1.360000e-03,0.760,0.000,-0.550,1.60110,0.04200,-0.04200,354.5,1.060e+01,-1.060e+01,1.63,0.10,-8.000e-02,948.0,,,190.67,43.15,-31.66,37.90,2,q1_q17_dr25_tce,5103.00,101.00,-101.00,4.562,0.032,-0.052,0.7870,0.0510,-0.0390,288.584050,44.733799,14.137
8625925,K00580.01,Kepler-609 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,6.521209629,8.3860000e-06,-8.3860000e-06,175.7111000,1.050000e-03,-1.050000e-03,0.514,0.365,-0.297,2.79750,0.04060,-0.04060,760.4,1.260e+01,-1.260e+01,2.54,0.61,-2.500e-01,932.0,,,178.27,123.97,-49.58,69.80,1,q1_q17_dr25_tce,5822.00,140.00,-175.00,4.529,0.042,-0.168,0.8980,0.2170,-0.0870,292.220310,44.700031,14.856
8822216,K00581.01,Kepler-610 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,6.996926239,6.3350000e-06,-6.3350000e-06,175.9142810,7.190000e-04,-7.190000e-04,0.022,0.345,-0.022,2.73740,0.02590,-0.02590,1317.4,1.500e+01,-1.500e+01,3.21,0.77,-3.100e-01,888.0,,,147.07,102.02,-40.87,101.60,1,q1_q17_dr25_tce,5713.00,138.00,-173.00,4.541,0.042,-0.168,0.8930,0.2150,-0.0860,293.171330,45.065601,14.807
8822216,K00581.02,Kepler-610 c,CONFIRMED,CANDIDATE,0.9620,0,0,0,0,151.863949000,1.3870000e-03,-1.3870000e-03,143.3145100,7.190000e-03,-7.190000e-03,0.016,0.437,-0.016,8.57700,0.20100,-0.20100,747.0,3.390e+01,-3.390e+01,2.41,0.58,-2.300e-01,318.0,,,2.43,1.68,-0.68,22.50,2,q1_q17_dr25_tce,5713.00,138.00,-173.00,4.541,0.042,-0.168,0.8930,0.2150,-0.0860,293.171330,45.065601,14.807
